winner_name;loser_name;event_date;method;round;time;time_format;bout_type;event_name;event_location;winner_stance;loser_stance;winner;delta_KD;delta_sig_str_pct;delta_total_str_pct;delta_TD_pct;delta_sub_att;delta_rev;delta_ctrl;delta_sig_str_head_acc_pct;delta_sig_str_body_acc_pct;delta_sig_str_leg_acc_pct;delta_sig_str_distance_acc_pct;delta_sig_str_clinch_acc_pct;delta_sig_str_ground_acc_pct;delta_sig_str_head_tar_pct;delta_sig_str_body_tar_pct;delta_sig_str_leg_tar_pct;delta_sig_str_distance_pos_pct;delta_sig_str_clinch_pos_pct;delta_sig_str_ground_pos_pct;delta_height;delta_reach;delta_slpm_cs;delta_str_acc_cs;delta_sapm_cs;delta_str_def_cs;delta_td_avg_cs;delta_td_acc_cs;delta_td_def_cs;delta_sub_avg_cs
KELVIN GASTELUM;JAKE ELLENBERGER;15/11/2014;Submission;1.0;4:46;3 Rnd (5-5-5);Welterweight Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Southpaw;Orthodox;blue;0.0;3.0;14.74;-50.0;1.0;1.0;113.0;5.62;25.0;50.0;0.36;-16.67;62.5;11.0;-18.0;6.0;-18.0;-14.0;31.0;0.0;0.0;1.17;4.0;0.09;-1.0;-0.82;-8.0;-22.0;-0.3
RICARDO LAMAS;DENNIS BERMUDEZ;15/11/2014;Submission;1.0;3:18;3 Rnd (5-5-5);Featherweight Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Orthodox;red;1.0;30.0;17.15;0.0;1.0;1.0;-10.0;5.86;40.0;25.0;19.29;20.0;100.0;-11.0;27.0;-16.0;-8.0;-15.0;21.0;5.08;12.7;-1.29;1.0;-0.2;-2.0;-2.05;-7.0;-36.0;-0.2
AUGUSTO MONTANO;CHRIS HEATHERLY;15/11/2014;KO/TKO;1.0;4:50;3 Rnd (5-5-5);Welterweight Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Orthodox;red;0.0;17.0;13.81;-33.0;0.0;0.0;39.0;12.39;100.0;-10.0;-22.62;50.0;57.14;-21.0;26.0;-6.0;-62.0;48.0;13.0;10.16;;2.38;1.0;-0.01;4.0;-3.39;-50.0;-34.0;-0.7
HECTOR URBINA;EDGAR GARCIA;15/11/2014;Submission;1.0;3:38;3 Rnd (5-5-5);Welterweight Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Orthodox;blue;0.0;-9.0;1.82;-100.0;2.0;1.0;-28.0;-12.5;50.0;-33.33;21.43;-100.0;10.0;-58.0;25.0;34.0;59.0;-8.0;-50.0;2.54;5.08;-2.19;9.0;-1.79;-21.0;-2.21;-57.0;-12.0;3.2
YAIR RODRIGUEZ;LEONARDO MORALES;15/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Ultimate Fighter Latin America Featherweight Tournament Title Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Southpaw;red;0.0;-5.0;-8.84;33.0;5.0;0.0;99.0;4.25;-21.43;0.0;-1.79;-17.5;-66.67;19.0;-7.0;-13.0;10.0;2.0;-12.0;7.62;;2.28;-2.0;1.08;-1.0;0.9;29.0;1.0;0.9
ALEJANDRO PEREZ;JOSE QUINONEZ;15/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Ultimate Fighter Latin America Bantamweight Tournament Title Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Southpaw;red;0.0;-5.0;-6.55;-25.0;-1.0;-1.0;-182.0;-8.22;-21.82;15.15;1.59;-100.0;-75.0;-23.0;-16.0;40.0;27.0;-2.0;-23.0;-5.08;-5.08;-0.08;-10.0;-0.06;0.0;-2.18;-27.0;31.0;-0.5
JESSICA EYE;LESLIE SMITH;15/11/2014;TKO - Doctor's Stoppage;2.0;1:30;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Orthodox;red;0.0;15.0;15.44;0.0;0.0;0.0;0.0;11.4;52.78;-10.0;15.14;-20.0;0.0;-7.0;5.0;1.0;3.0;-2.0;0.0;-7.62;0.0;-3.8;-3.0;-4.4;4.0;0.45;40.0;-5.0;0.5
GABRIEL BENITEZ;HUMBERTO BROWN MORRISON;15/11/2014;Submission;3.0;0:30;3 Rnd (5-5-5);Featherweight Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Southpaw;;red;0.0;-13.0;-18.57;-25.0;5.0;0.0;-342.0;-15.18;25.0;0.0;-4.15;-10.0;-63.64;-7.0;16.0;-9.0;38.0;1.0;-38.0;-5.08;;2.67;-12.0;1.07;8.0;-1.26;25.0;56.0;1.2
HENRY BRIONES;GUIDO CANNETTI;15/11/2014;Submission;2.0;1:44;3 Rnd (5-5-5);Bantamweight Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Southpaw;red;1.0;3.0;11.82;-50.0;1.0;0.0;-48.0;10.31;-2.68;0.0;-5.16;13.76;16.67;17.0;-8.0;-8.0;-17.0;-3.0;20.0;5.08;2.54;0.62;-9.0;2.51;3.0;-2.64;-50.0;-23.0;0.3
MARCO BELTRAN;MARLON VERA;15/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Switch;red;0.0;6.0;18.92;-75.0;-2.0;1.0;-12.0;0.52;7.14;100.0;7.56;-25.0;2.86;-10.0;-8.0;16.0;4.0;11.0;-16.0;0.0;-2.54;-1.58;-12.0;-2.02;11.0;-0.08;13.0;-24.0;-0.9
OVINCE SAINT PREUX;MAURICIO RUA;08/11/2014;KO/TKO;1.0;0:34;5 Rnd (5-5-5-5-5);Light Heavyweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Southpaw;Orthodox;blue;1.0;-6.0;-6.67;0.0;0.0;0.0;6.0;57.14;100.0;-100.0;0.0;0.0;58.33;88.0;11.0;-100.0;-78.0;0.0;77.0;5.08;10.16;-0.89;-4.0;0.32;-9.0;-0.93;-8.0;19.0;-0.2
WARLLEY ALVES;ALAN JOUBAN;08/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Orthodox;Southpaw;red;0.0;-6.0;-9.54;100.0;1.0;0.0;205.0;-3.33;3.03;21.43;-11.38;-17.1;75.0;17.0;-5.0;-11.0;-24.0;-2.0;25.0;-2.54;-2.54;-2.58;-3.0;-0.15;-10.0;0.97;10.0;17.0;0.7
CLAUDIO SILVA;LEON EDWARDS;08/11/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Southpaw;Southpaw;red;0.0;-13.0;0.49;33.0;1.0;-2.0;331.0;-17.57;-7.07;63.64;-10.12;-25.71;-50.0;-23.0;2.0;20.0;-19.0;-10.0;29.0;-7.62;-7.62;0.58;-5.0;1.09;-12.0;1.66;-2.0;-4.0;1.2
DHIEGO LIMA;JORGE DE OLIVEIRA;08/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Orthodox;Orthodox;red;0.0;18.0;5.1;75.0;4.0;0.0;581.0;28.78;10.6;-5.56;14.63;12.5;55.56;48.0;-27.0;-20.0;-42.0;-29.0;71.0;15.24;;1.88;7.0;-0.91;11.0;1.38;42.0;51.0;0.7
JULIANA LIMA;NINA NUNES;08/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Orthodox;;red;0.0;2.0;4.04;25.0;-2.0;1.0;238.0;3.71;-11.36;30.0;-9.89;30.39;-57.14;2.0;-32.0;30.0;-18.0;8.0;10.0;;;;;;;;;;
DIEGO RIVAS;RODOLFO RUBIO PEREZ;08/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Orthodox;Orthodox;red;0.0;1.0;-1.89;33.0;0.0;2.0;214.0;10.3;-30.0;0.0;3.99;0.0;-50.0;25.0;-34.0;9.0;-5.0;2.0;4.0;7.62;;0.24;4.0;1.14;-10.0;-0.21;27.0;31.0;0.9
CAIO MAGALHAES;TREVOR SMITH;08/11/2014;KO/TKO;1.0;0:31;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Orthodox;Orthodox;red;1.0;24.0;26.67;0.0;0.0;0.0;3.0;24.29;0.0;0.0;-7.14;75.0;100.0;0.0;0.0;0.0;-67.0;33.0;33.0;-5.08;-5.08;-1.02;-15.0;-0.53;5.0;-0.65;-17.0;-2.0;0.9
LEANDRO SILVA;CHARLIE BRENNEMAN;08/11/2014;Submission;1.0;4:15;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Orthodox;Orthodox;red;0.0;6.0;18.75;63.0;1.0;0.0;-77.0;15.0;66.67;-100.0;12.5;0.0;-100.0;25.0;50.0;-75.0;25.0;0.0;-25.0;-2.54;5.08;0.87;-8.0;0.53;17.0;-2.47;-5.0;-7.0;0.4
THOMAS ALMEIDA;TIM GORMAN;08/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Southpaw;Southpaw;red;0.0;20.0;19.3;-18.0;0.0;0.0;-130.0;11.47;61.21;28.89;20.14;-40.0;0.0;-29.0;19.0;9.0;-10.0;11.0;0.0;5.08;;2.66;13.0;-0.88;18.0;-1.0;-9.0;42.0;0.0
COLBY COVINGTON;WAGNER SILVA;08/11/2014;Submission;3.0;3:26;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night 56: Shogun vs Saint Preux;Uberlandia, Minas Gerais, Brazil;Orthodox;Orthodox;blue;0.0;10.0;27.73;41.0;1.0;0.0;501.0;12.16;2.23;0.0;4.45;-37.5;-28.57;6.0;5.0;-12.0;-25.0;9.0;15.0;-2.54;;2.43;9.0;-0.01;-10.0;4.61;50.0;17.0;0.1
LUKE ROCKHOLD;MICHAEL BISPING;07/11/2014;Submission;2.0;0:57;5 Rnd (5-5-5-5-5);Middleweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Southpaw;Orthodox;red;1.0;24.0;24.16;0.0;1.0;0.0;6.0;18.17;49.35;0.0;22.01;-50.0;66.67;-12.0;29.0;-16.0;-18.0;-1.0;20.0;5.08;5.08;-0.15;10.0;-0.28;-9.0;-0.38;-13.0;5.0;0.8
AL IAQUINTA;ROSS PEARSON;07/11/2014;KO/TKO;2.0;1:39;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Orthodox;Orthodox;blue;2.0;0.0;-0.39;0.0;0.0;0.0;3.0;4.33;-16.67;20.0;-2.38;50.0;66.67;15.0;-6.0;-11.0;-17.0;9.0;6.0;5.08;2.54;0.38;0.0;0.35;-1.0;-0.1;-17.0;-1.0;0.2
ROBERT WHITTAKER;CLINT HESTER;07/11/2014;KO/TKO;2.0;2:43;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Orthodox;Orthodox;red;2.0;2.0;2.32;50.0;0.0;-1.0;92.0;0.32;-3.57;1.82;4.27;-46.67;-2.86;-4.0;0.0;4.0;-4.0;-10.0;14.0;-5.08;-10.16;1.16;-2.0;0.0;4.0;-0.59;-8.0;24.0;0.0
SOA PALELEI;WALT HARRIS;07/11/2014;KO/TKO;2.0;4:49;3 Rnd (5-5-5);Heavyweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Orthodox;Southpaw;red;0.0;17.0;23.41;20.0;0.0;0.0;94.0;27.92;-20.0;0.0;13.76;-33.33;62.5;47.0;-36.0;-10.0;-16.0;-4.0;20.0;-2.54;10.16;-0.48;19.0;-0.75;-6.0;1.9;19.0;-6.0;-0.1
JAKE MATTHEWS;VAGNER ROCHA;07/11/2014;Submission;2.0;1:52;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Orthodox;Orthodox;red;0.0;-5.0;-5.14;50.0;1.0;0.0;28.0;-6.2;-50.0;45.45;-7.69;0.0;100.0;15.0;0.0;-16.0;-12.0;0.0;11.0;2.54;0.0;0.39;2.0;-2.34;13.0;0.53;8.0;16.0;-1.3
ANTHONY PEROSH;GUTO INOCENTE;07/11/2014;Submission;1.0;3:46;3 Rnd (5-5-5);Light Heavyweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Orthodox;Orthodox;red;0.0;31.0;43.14;50.0;1.0;0.0;163.0;31.38;0.0;0.0;-8.33;0.0;76.92;0.0;0.0;0.0;-91.0;0.0;90.0;0.0;;-1.86;-23.0;0.85;-1.0;1.36;-11.0;-33.0;0.4
SAM ALVEY;DYLAN ANDREWS;07/11/2014;KO/TKO;1.0;2:16;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Southpaw;Switch;blue;0.0;28.0;10.0;-66.0;0.0;0.0;-79.0;85.71;-50.0;-60.0;-7.14;0.0;100.0;100.0;-25.0;-75.0;-84.0;0.0;83.0;2.54;2.54;0.96;-6.0;0.54;9.0;-2.75;-34.0;25.0;-0.3
LOUIS SMOLKA;RICHIE VACULIK;07/11/2014;KO/TKO;3.0;0:18;3 Rnd (5-5-5);Flyweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Orthodox;Orthodox;blue;1.0;-6.0;-6.6;-50.0;-1.0;1.0;2.0;-9.27;13.94;14.29;-2.35;-21.43;20.0;-6.0;-2.0;8.0;16.0;-12.0;-4.0;7.62;-2.54;0.75;0.0;-0.35;-4.0;-1.16;-8.0;0.0;0.9
CHRIS CLEMENTS;VIK GRUJIC;07/11/2014;KO/TKO;1.0;3:06;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Orthodox;Orthodox;blue;0.0;5.0;-3.57;-50.0;0.0;0.0;-82.0;0.0;100.0;100.0;3.33;0.0;0.0;-44.0;36.0;8.0;-17.0;18.0;0.0;-2.54;-7.62;0.96;1.0;-1.02;3.0;-1.18;-33.0;6.0;-0.1
DANIEL KELLY;LUKE ZACHRICH;07/11/2014;Submission;1.0;4:27;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Southpaw;Orthodox;blue;0.0;2.0;4.87;50.0;1.0;0.0;51.0;-3.54;100.0;0.0;0.99;-28.57;100.0;-10.0;4.0;7.0;-10.0;7.0;4.0;-5.08;-10.16;-0.94;6.0;0.18;-1.0;1.12;1.0;-2.0;0.3
MARCUS BRIMAGE;JUMABIEKE TUERXUN;07/11/2014;KO/TKO;1.0;2:58;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Rockhold vs Bisping;Sydney, New South Wales, Australia;Southpaw;Orthodox;blue;1.0;-9.0;-4.71;0.0;0.0;0.0;2.0;15.71;-100.0;-10.0;-11.43;0.0;50.0;44.0;-33.0;-10.0;-20.0;0.0;20.0;-7.62;;2.37;7.0;0.56;-3.0;0.09;89.0;14.0;-0.9
JOSE ALDO;CHAD MENDES;25/10/2014;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);UFC Featherweight Title Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Orthodox;red;1.0;-2.0;0.34;-12.0;0.0;0.0;-62.0;0.2;11.06;21.42;-4.34;10.0;90.91;14.0;4.0;-18.0;-8.0;-2.0;9.0;2.54;10.16;0.67;-4.0;1.17;-6.0;-3.56;1.0;-9.0;-0.2
PHIL DAVIS;GLOVER TEIXEIRA;25/10/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Light Heavyweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Orthodox;blue;0.0;14.0;23.48;50.0;0.0;-1.0;468.0;17.03;-6.67;0.0;-1.19;0.0;86.11;22.0;-22.0;0.0;-45.0;-18.0;63.0;0.0;7.62;-0.9;-13.0;-2.51;18.0;0.95;-2.0;12.0;-0.4
FABIO MALDONADO;HANS STRINGER;25/10/2014;KO/TKO;2.0;4:06;3 Rnd (5-5-5);Light Heavyweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Orthodox;red;0.0;-11.0;-12.95;-100.0;0.0;0.0;-254.0;-4.01;-11.11;-100.0;-45.59;0.0;11.9;17.0;7.0;-24.0;-19.0;-6.0;24.0;-5.08;;2.13;-3.0;1.47;12.0;-1.96;21.0;-1.0;0.6
DARREN ELKINS;LUCAS MARTINS;25/10/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Southpaw;red;0.0;-1.0;10.72;7.0;-1.0;0.0;457.0;-0.74;-38.49;20.0;-5.76;-15.56;50.0;-8.0;13.0;-5.0;-29.0;27.0;2.0;-5.08;-2.54;0.63;3.0;-1.06;-8.0;2.7;33.0;-18.0;0.7
BENEIL DARIUSH;DIEGO FERREIRA;25/10/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Southpaw;Orthodox;blue;0.0;23.0;29.0;50.0;0.0;0.0;437.0;24.09;-6.67;-30.0;17.78;8.82;52.63;7.0;-20.0;12.0;-29.0;-2.0;31.0;2.54;-5.08;-0.85;12.0;-0.54;1.0;1.14;6.0;13.0;0.1
NEIL MAGNY;WILLIAM MACARIO;25/10/2014;KO/TKO;3.0;2:40;3 Rnd (5-5-5);Welterweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Orthodox;blue;0.0;13.0;25.24;50.0;0.0;0.0;134.0;19.32;22.5;-16.66;-0.13;60.0;39.71;35.0;-21.0;-14.0;-47.0;4.0;42.0;10.16;12.7;-1.25;-7.0;-1.91;-9.0;0.61;0.0;-21.0;0.3
YAN CABRAL;NAOYUKI KOTANI;25/10/2014;Submission;2.0;3:06;3 Rnd (5-5-5);Lightweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Southpaw;red;0.0;26.0;24.92;-60.0;1.0;0.0;190.0;28.78;50.0;-28.57;14.23;100.0;-8.34;30.0;9.0;-40.0;-33.0;9.0;23.0;7.62;17.78;1.0;16.0;-0.91;12.0;2.06;19.0;-9.0;0.4
WILSON REIS;SCOTT JORGENSEN;25/10/2014;Submission;1.0;3:28;3 Rnd (5-5-5);Flyweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Southpaw;Orthodox;blue;-1.0;6.0;2.14;50.0;1.0;0.0;16.0;19.0;50.0;-25.0;-5.84;0.0;11.54;51.0;-9.0;-43.0;-28.0;0.0;28.0;-2.54;-2.54;-1.54;-11.0;-0.37;-10.0;2.54;-3.0;-12.0;-0.1
ANDRE FILI;FELIPE ARANTES;25/10/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Orthodox;blue;0.0;-5.0;-6.24;2.0;0.0;0.0;78.0;-16.74;40.74;-83.33;-6.76;80.0;-22.15;-36.0;37.0;-1.0;-4.0;28.0;-25.0;7.62;2.54;1.36;-9.0;1.24;-12.0;1.57;2.0;23.0;-0.5
GILBERT BURNS;CHRISTOS GIAGOS;25/10/2014;Submission;1.0;4:57;3 Rnd (5-5-5);Lightweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Orthodox;red;0.0;23.0;29.23;100.0;2.0;0.0;216.0;11.11;50.0;100.0;6.73;50.0;100.0;-43.0;14.0;28.0;-58.0;14.0;42.0;0.0;0.0;0.34;4.0;0.45;3.0;-1.03;-4.0;0.0;0.4
ANTHONY ROCCO MARTIN;FABRICIO CAMOES;25/10/2014;Submission;1.0;4:16;3 Rnd (5-5-5);Lightweight Bout;UFC 179: Aldo vs Mendes 2;Rio de Janeiro, Brazil;Orthodox;Orthodox;blue;0.0;-3.0;4.17;100.0;3.0;0.0;174.0;9.09;0.0;-33.33;-3.41;0.0;0.0;100.0;0.0;-100.0;0.0;0.0;0.0;5.08;5.08;1.39;4.0;0.74;-3.0;-1.63;-5.0;48.0;-0.5
RORY MACDONALD;TAREC SAFFIEDINE;04/10/2014;KO/TKO;3.0;1:28;5 Rnd (5-5-5-5-5);Welterweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Orthodox;Switch;red;1.0;12.0;11.6;33.0;0.0;0.0;20.0;19.92;10.0;18.52;8.72;0.0;87.5;32.0;6.0;-38.0;-15.0;0.0;14.0;5.08;15.24;-0.3;-5.0;-0.26;0.0;1.25;11.0;4.0;0.3
RAPHAEL ASSUNCAO;BRYAN CARAWAY;04/10/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Orthodox;Orthodox;red;0.0;26.0;25.78;8.0;0.0;0.0;-18.0;16.73;24.62;42.3;24.28;30.96;50.0;-14.0;-1.0;16.0;-13.0;12.0;1.0;-7.62;-5.08;0.73;6.0;-1.28;14.0;-1.09;13.0;0.0;-0.5
CHAD LAPRISE;YOSDENIS CEDENO;04/10/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Orthodox;Orthodox;red;0.0;24.0;27.59;57.0;0.0;-2.0;410.0;20.23;16.67;30.0;26.21;-20.83;0.0;16.0;-12.0;-4.0;15.0;-15.0;0.0;5.08;5.08;3.14;13.0;1.99;-2.0;1.05;54.0;47.0;-0.3
ELIAS THEODOROU;BRUNO SANTOS;04/10/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Orthodox;Orthodox;red;0.0;0.0;4.73;-24.0;0.0;0.0;243.0;-5.41;-22.22;0.0;-1.4;-11.11;100.0;-21.0;23.0;-3.0;-8.0;-6.0;13.0;10.16;;3.01;-4.0;0.12;-3.0;-1.73;-9.0;-7.0;-0.3
NORDINE TALEB;LI JINGLIANG;04/10/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Orthodox;Orthodox;red;0.0;28.0;30.7;25.0;0.0;0.0;106.0;32.4;27.78;24.0;29.04;8.33;0.0;23.0;6.0;-29.0;-1.0;1.0;0.0;2.54;7.62;-0.86;9.0;-1.03;7.0;0.66;37.0;14.0;0.0
MITCH GAGNON;ROMAN SALAZAR;04/10/2014;Submission;1.0;2:06;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Southpaw;Orthodox;red;0.0;-21.0;-16.67;50.0;1.0;0.0;57.0;6.25;-100.0;-100.0;-16.92;-50.0;50.0;67.0;-33.0;-33.0;-6.0;-13.0;20.0;-5.08;;0.81;7.0;-0.68;4.0;-0.61;7.0;15.0;1.9
DARON CRUICKSHANK;ANTHONY NJOKUANI;04/10/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Switch;Orthodox;red;0.0;-3.0;0.23;50.0;0.0;0.0;176.0;15.03;-12.7;-3.33;-9.46;-16.67;84.62;41.0;-11.0;-31.0;-26.0;-1.0;26.0;-12.7;-7.62;-1.06;-8.0;0.57;-8.0;1.54;-4.0;7.0;0.0
OLIVIER AUBIN-MERCIER;JAKE LINDSEY;04/10/2014;Submission;2.0;3:22;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Southpaw;Switch;red;0.0;18.0;-1.74;-60.0;1.0;0.0;145.0;44.25;32.95;21.05;19.32;33.33;10.0;58.0;-3.0;-56.0;1.0;-7.0;5.0;-5.08;;-0.96;-1.0;-1.04;9.0;1.71;0.0;20.0;0.5
PAUL FELDER;JASON SAGGO;04/10/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Orthodox;Orthodox;blue;-1.0;2.0;7.62;63.0;0.0;-1.0;-218.0;1.88;40.0;28.57;-2.13;-8.57;-3.89;14.0;-3.0;-12.0;-25.0;16.0;10.0;0.0;-2.54;1.2;5.0;0.5;-4.0;-2.04;-12.0;41.0;0.2
CHRIS KELADES;PADDY HOLOHAN;04/10/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Flyweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Orthodox;Orthodox;blue;0.0;1.0;-3.62;-10.0;1.0;0.0;-14.0;5.06;16.81;-16.67;-17.86;43.75;-25.48;10.0;11.0;-20.0;-47.0;27.0;22.0;-7.62;-2.54;0.27;-3.0;-0.17;2.0;-1.84;-29.0;-18.0;-1.0
ALBERT TUMENOV;MATT DWYER;04/10/2014;KO/TKO;1.0;1:03;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: MacDonald vs Saffiedine;Halifax, Nova Scotia, Canada;Orthodox;Orthodox;red;2.0;33.0;33.33;0.0;0.0;0.0;-3.0;33.33;0.0;0.0;28.57;0.0;40.0;100.0;0.0;0.0;50.0;0.0;50.0;-12.7;-7.62;1.19;8.0;0.1;4.0;-0.24;10.0;15.0;0.0
RICK STORY;GUNNAR NELSON;04/10/2014;Decision - Split;5.0;5:00;5 Rnd (5-5-5-5-5);Welterweight Bout;UFC Fight Night: Nelson vs Story;Stockholm, Sweden;Southpaw;Switch;blue;1.0;4.0;8.61;75.0;0.0;0.0;15.0;-6.44;4.45;43.55;3.17;-27.27;58.33;-25.0;12.0;14.0;-11.0;7.0;4.0;-5.08;-2.54;2.09;-16.0;-1.16;13.0;0.81;-7.0;-3.0;0.0
MAX HOLLOWAY;AKIRA CORASSANI;04/10/2014;KO/TKO;1.0;3:11;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Nelson vs Story;Stockholm, Sweden;Orthodox;Orthodox;blue;1.0;23.0;23.36;0.0;0.0;0.0;1.0;24.74;-33.33;26.67;17.1;33.34;77.78;8.0;3.0;-12.0;-26.0;3.0;22.0;7.62;2.54;4.01;1.0;-0.33;10.0;-0.49;43.0;-2.0;0.3
