winner_name;loser_name;event_date;method;round;time;time_format;bout_type;event_name;event_location;winner_stance;loser_stance;winner;delta_KD;delta_sig_str_pct;delta_total_str_pct;delta_TD_pct;delta_sub_att;delta_rev;delta_ctrl;delta_sig_str_head_acc_pct;delta_sig_str_body_acc_pct;delta_sig_str_leg_acc_pct;delta_sig_str_distance_acc_pct;delta_sig_str_clinch_acc_pct;delta_sig_str_ground_acc_pct;delta_sig_str_head_tar_pct;delta_sig_str_body_tar_pct;delta_sig_str_leg_tar_pct;delta_sig_str_distance_pos_pct;delta_sig_str_clinch_pos_pct;delta_sig_str_ground_pos_pct;delta_height;delta_reach;delta_slpm_cs;delta_str_acc_cs;delta_sapm_cs;delta_str_def_cs;delta_td_avg_cs;delta_td_acc_cs;delta_td_def_cs;delta_sub_avg_cs
PATRICK CUMMINS;ANTONIO CARLOS JUNIOR;20/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Light Heavyweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Orthodox;blue;0.0;24.0;31.56;0.0;-1.0;0.0;637.0;32.44;0.0;0.0;-8.33;-50.0;5.83;27.0;-21.0;-7.0;-62.0;-15.0;77.0;0.0;-7.62;2.31;8.0;1.21;3.0;1.07;2.0;-25.0;-0.7
RASHID MAGOMEDOV;ELIAS SILVERIO;20/12/2014;KO/TKO;3.0;4:57;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Orthodox;blue;2.0;9.0;11.4;50.0;0.0;0.0;61.0;24.94;2.62;10.49;6.04;23.33;69.23;34.0;-10.0;-25.0;-15.0;5.0;9.0;-5.08;-7.62;0.73;0.0;0.08;3.0;-0.95;19.0;4.0;0.0
ERICK SILVA;MIKE RHODES;20/12/2014;Submission;1.0;1:15;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Orthodox;red;0.0;34.0;25.0;100.0;1.0;0.0;65.0;50.0;0.0;0.0;33.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.54;0.0;-0.7;9.0;0.05;-15.0;-0.11;2.0;-19.0;0.9
DANIEL SARAFIAN;ANTONIO DOS SANTOS;20/12/2014;KO/TKO;2.0;1:01;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Orthodox;red;-1.0;2.0;0.17;0.0;0.0;0.0;-57.0;-7.74;37.5;0.0;2.17;-75.0;-40.0;-17.0;7.0;9.0;14.0;-8.0;-5.0;-2.54;;-3.17;-5.0;-0.84;15.0;0.36;7.0;-47.0;0.7
MARCOS ROGERIO DE LIMA;IGOR POKRAJAC;20/12/2014;KO/TKO;1.0;1:59;3 Rnd (5-5-5);Light Heavyweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Orthodox;red;1.0;35.0;32.05;0.0;0.0;0.0;98.0;25.0;100.0;100.0;30.0;100.0;66.67;-50.0;11.0;38.0;-56.0;44.0;11.0;2.54;2.54;1.53;9.0;-1.73;14.0;-0.16;31.0;-8.0;0.5
RENATO MOICANO;TOM NIINIMAKI;20/12/2014;Submission;2.0;3:30;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Orthodox;blue;0.0;-8.0;-7.31;50.0;1.0;0.0;31.0;13.6;-17.86;16.67;-8.97;100.0;50.0;47.0;-10.0;-38.0;-5.0;2.0;2.0;5.08;7.62;3.49;-8.0;1.43;7.0;-1.69;7.0;45.0;0.1
HACRAN DIAS;DARREN ELKINS;20/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Orthodox;blue;0.0;19.0;14.89;67.0;-1.0;0.0;310.0;18.75;13.46;0.0;21.96;30.0;13.33;3.0;-11.0;10.0;12.0;-27.0;16.0;-5.08;-5.08;-1.42;3.0;0.23;3.0;-0.2;6.0;18.0;-0.7
LEANDRO ISSA;YUTA SASAKI;20/12/2014;Submission;2.0;4:13;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Southpaw;red;0.0;25.0;35.0;16.0;0.0;1.0;377.0;14.29;-25.0;-6.25;19.64;33.33;66.67;-10.0;-12.0;23.0;-27.0;3.0;24.0;-7.62;-5.08;-0.08;-4.0;0.67;8.0;-0.65;-21.0;9.0;0.0
TIM MEANS;MARCIO ALEXANDRE JUNIOR;20/12/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Southpaw;blue;0.0;18.0;12.04;25.0;0.0;0.0;31.0;18.81;-3.75;20.0;22.83;-15.0;5.71;-8.0;-5.0;12.0;10.0;-2.0;-9.0;5.08;0.0;3.55;3.0;0.69;19.0;0.57;21.0;-2.0;-0.5
VITOR MIRANDA;JAKE COLLIER;20/12/2014;KO/TKO;1.0;4:59;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Machida vs Dollaway;Barueri, Sao Paulo, Brazil;Orthodox;Orthodox;red;0.0;24.0;23.08;-66.0;-1.0;0.0;-183.0;13.33;0.0;100.0;23.77;0.0;0.0;-31.0;2.0;28.0;-1.0;1.0;0.0;-5.08;-2.54;-1.94;4.0;-1.14;5.0;0.38;32.0;-17.0;-0.2
JUNIOR DOS SANTOS;STIPE MIOCIC;13/12/2014;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);Heavyweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Orthodox;Orthodox;red;1.0;-6.0;-6.03;95.0;0.0;0.0;-101.0;-4.17;-44.34;-100.0;-5.49;19.72;50.0;-23.0;28.0;-4.0;12.0;-15.0;3.0;0.0;-7.62;-0.41;-5.0;-0.42;1.0;-1.62;16.0;11.0;0.1
RAFAEL DOS ANJOS;NATE DIAZ;13/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Southpaw;Southpaw;red;0.0;52.0;38.54;100.0;0.0;0.0;468.0;44.55;35.56;89.66;44.41;-50.0;76.47;-33.0;-1.0;33.0;-44.0;-6.0;50.0;-10.16;-15.24;-1.13;1.0;-0.56;8.0;0.74;7.0;16.0;-0.8
ALISTAIR OVEREEM;STEFAN STRUVE;13/12/2014;KO/TKO;1.0;4:13;3 Rnd (5-5-5);Heavyweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Orthodox;Orthodox;red;0.0;28.0;17.86;50.0;0.0;0.0;160.0;66.67;-16.67;0.0;-50.0;100.0;70.0;70.0;-71.0;0.0;-100.0;17.0;82.0;-17.78;-10.16;0.55;17.0;-1.6;11.0;0.86;9.0;18.0;-0.9
MATT MITRIONE;GABRIEL GONZAGA;13/12/2014;KO/TKO;1.0;1:59;3 Rnd (5-5-5);Heavyweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Switch;Orthodox;blue;1.0;16.0;18.42;0.0;0.0;0.0;7.0;22.23;-66.67;0.0;3.85;0.0;100.0;34.0;-33.0;0.0;-42.0;0.0;41.0;2.54;15.24;1.43;5.0;-0.15;7.0;-2.8;-39.0;-11.0;-0.4
JOANNA JEDRZEJCZYK;CLAUDIA GADELHA;13/12/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Orthodox;Orthodox;blue;1.0;-8.0;-21.66;-43.0;-1.0;0.0;-459.0;-10.9;0.0;0.0;-3.61;7.07;-28.57;-14.0;14.0;0.0;12.0;-1.0;-11.0;5.08;5.08;2.99;7.0;-1.49;7.0;-2.75;20.0;23.0;-0.6
JOHN MORAGA;WILLIE GATES;13/12/2014;Submission;3.0;4:06;3 Rnd (5-5-5);Flyweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Orthodox;Orthodox;red;-1.0;29.0;33.97;25.0;0.0;1.0;394.0;34.24;-22.22;25.18;13.75;0.79;-3.85;10.0;-11.0;3.0;-31.0;1.0;31.0;-5.08;-15.24;0.77;5.0;-1.73;18.0;0.62;23.0;-23.0;0.7
BEN SAUNDERS;JOE RIGGS;13/12/2014;Submission;1.0;0:57;3 Rnd (5-5-5);Welterweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Orthodox;Southpaw;blue;0.0;-9.0;-9.53;-100.0;0.0;0.0;-19.0;-6.67;50.0;0.0;-6.67;50.0;0.0;-25.0;25.0;0.0;-25.0;25.0;0.0;5.08;17.78;0.82;-1.0;1.89;-6.0;-2.25;-15.0;4.0;0.7
DREW DOBER;JAMIE VARNER;13/12/2014;Submission;1.0;1:52;3 Rnd (5-5-5);Lightweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Southpaw;Orthodox;blue;0.0;1.0;10.0;0.0;1.0;0.0;40.0;4.76;0.0;0.0;5.0;0.0;100.0;10.0;-10.0;0.0;10.0;-30.0;20.0;0.0;-2.54;1.41;6.0;1.32;-4.0;-2.69;-36.0;-11.0;-0.7
BRYAN BARBERENA;JOE ELLENBERGER;13/12/2014;KO/TKO;3.0;3:24;3 Rnd (5-5-5);Lightweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Southpaw;Orthodox;blue;1.0;11.0;12.33;-60.0;0.0;0.0;6.0;20.09;11.11;-33.33;11.11;-2.17;8.33;25.0;-22.0;-3.0;0.0;-26.0;25.0;7.62;0.0;3.86;1.0;1.25;-3.0;-2.94;-12.0;60.0;-0.6
DAVID MICHAUD;GARETT WHITELEY;13/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Orthodox;Orthodox;red;0.0;9.0;6.18;100.0;0.0;0.0;452.0;16.0;-4.21;-22.86;5.73;12.82;2.49;18.0;-7.0;-11.0;-12.0;3.0;8.0;-7.62;;-0.47;-5.0;0.41;8.0;2.53;58.0;50.0;-0.2
HENRY CEJUDO;DUSTIN KIMURA;13/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Orthodox;Orthodox;red;1.0;34.0;35.48;0.0;0.0;0.0;20.0;28.26;30.36;0.0;32.17;-38.71;37.5;-5.0;1.0;2.0;-27.0;22.0;4.0;-7.62;-17.78;2.59;24.0;-1.05;14.0;1.19;-4.0;43.0;-2.0
IAN ENTWISTLE;ANTHONY BIRCHAK;13/12/2014;Submission;1.0;1:04;3 Rnd (5-5-5);Bantamweight Bout;UFC on FOX: Dos Santos vs Miocic;Phoenix, Arizona, USA;Orthodox;Orthodox;blue;0.0;-44.0;-41.67;-100.0;3.0;0.0;-26.0;-50.0;0.0;0.0;0.0;0.0;-57.14;-100.0;0.0;0.0;0.0;0.0;-100.0;-7.62;;-4.12;-29.0;4.3;-29.0;-0.6;-16.0;-73.0;12.1
CARLA ESPARZA;ROSE NAMAJUNAS;12/12/2014;Submission;3.0;1:26;5 Rnd (5-5-5-5-5);UFC Women's Strawweight Title Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;8.0;19.71;38.0;1.0;0.0;278.0;15.38;2.86;-80.0;-13.49;12.38;33.33;28.0;-14.0;-14.0;-52.0;12.0;40.0;-10.16;-5.08;-1.84;2.0;-1.13;-7.0;1.53;-18.0;-2.0;-0.5
CHARLES OLIVEIRA;JEREMY STEPHENS;12/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;4.0;11.5;28.0;3.0;0.0;-57.0;-3.28;7.27;33.33;-1.91;-11.76;7.35;-12.0;11.0;1.0;-6.0;22.0;-17.0;2.54;7.62;0.04;12.0;-0.12;-4.0;1.48;6.0;-8.0;2.4
YANCY MEDEIROS;JOE PROCTOR;12/12/2014;Submission;1.0;4:37;3 Rnd (5-5-5);Lightweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;1.0;5.0;5.27;0.0;1.0;0.0;28.0;12.31;-4.2;19.66;2.98;100.0;50.0;19.0;10.0;-28.0;-16.0;4.0;12.0;0.0;7.62;0.66;-1.0;1.45;-13.0;0.12;25.0;6.0;-1.3
JESSICA PENNE;RANDA MARKOS;12/12/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;-14.0;-4.66;0.0;0.0;1.0;265.0;-17.86;0.0;-20.0;-24.46;65.71;-10.0;-19.0;17.0;1.0;-28.0;14.0;14.0;2.54;10.16;-0.39;-8.0;1.53;-11.0;0.35;-3.0;-37.0;0.4
FELICE HERRIG;LISA ELLIS;12/12/2014;Submission;2.0;3:05;3 Rnd (5-5-5);Women's Strawweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;Orthodox;;red;0.0;-23.0;5.0;34.0;2.0;1.0;133.0;-13.46;-100.0;0.0;-33.33;-100.0;-12.5;25.0;-25.0;0.0;-13.0;-25.0;37.0;0.0;;1.95;-12.0;2.52;-8.0;-3.01;-33.0;22.0;0.3
HEATHER CLARK;BEC RAWLINGS;12/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;-2.0;1.28;20.0;1.0;0.0;410.0;-0.56;5.22;-14.74;-7.13;6.35;-25.0;-7.0;18.0;-12.0;-11.0;1.0;9.0;0.0;0.0;-0.79;7.0;-0.04;-7.0;-0.38;-36.0;12.0;-0.1
JOANNE WOOD;SEO HEE HAM;12/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;;Southpaw;red;0.0;-4.0;-0.07;50.0;0.0;0.0;298.0;-2.22;-11.42;-0.44;-8.87;11.04;60.0;0.0;-5.0;5.0;-22.0;14.0;8.0;;;;;;;;;;
TECIA PENNINGTON;ANGELA MAGANA;12/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;;Orthodox;red;1.0;23.0;22.97;100.0;0.0;0.0;34.0;34.39;17.21;-2.25;24.83;-13.33;0.0;41.0;1.0;-41.0;6.0;-6.0;0.0;;;;;;;;;;
AISLING DALY;ALEX CHAMBERS;12/12/2014;Submission;1.0;4:53;3 Rnd (5-5-5);Women's Strawweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;Orthodox;Southpaw;red;0.0;-19.0;-3.53;-50.0;1.0;0.0;111.0;-9.53;-6.67;-100.0;-40.26;-33.33;31.82;40.0;2.0;-41.0;-19.0;-29.0;48.0;-2.54;2.54;-0.05;-2.0;-3.7;5.0;-0.16;0.0;-20.0;-0.1
ANGELA HILL;EMILY KAGAN;12/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;The Ultimate Fighter: A Champion Will Be Crowned Finale;Las Vegas, Nevada, USA;Orthodox;;blue;1.0;22.0;17.25;-16.0;0.0;1.0;-75.0;31.33;29.2;16.67;13.65;6.73;77.78;27.0;2.0;-29.0;-34.0;27.0;6.0;0.0;;3.06;14.0;-0.31;26.0;-1.41;22.0;26.0;0.1
ROBBIE LAWLER;JOHNY HENDRICKS;06/12/2014;Decision - Split;5.0;5:00;5 Rnd (5-5-5-5-5);UFC Welterweight Title Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Southpaw;Southpaw;blue;0.0;9.0;11.09;-29.0;-1.0;0.0;-558.0;10.47;26.54;-92.86;-4.9;15.0;42.86;2.0;33.0;-35.0;-41.0;20.0;22.0;5.08;12.7;0.01;0.0;0.17;7.0;-3.15;18.0;1.0;-0.3
ANTHONY PETTIS;GILBERT MELENDEZ;06/12/2014;Submission;2.0;1:53;5 Rnd (5-5-5-5-5);UFC Lightweight Title Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;17.0;10.98;-12.0;1.0;1.0;-258.0;23.25;3.57;50.0;25.94;-2.5;-100.0;27.0;-27.0;0.0;35.0;-27.0;-7.0;2.54;-2.54;-0.39;14.0;0.91;-9.0;-1.03;9.0;-11.0;0.9
TRAVIS BROWNE;BRENDAN SCHAUB;06/12/2014;KO/TKO;1.0;4:50;3 Rnd (5-5-5);Heavyweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;29.0;27.73;67.0;0.0;0.0;52.0;16.67;66.67;-25.0;0.0;0.0;73.33;36.0;-16.0;-20.0;-72.0;-16.0;88.0;5.08;2.54;0.01;4.0;2.09;-15.0;-1.11;22.0;3.0;-0.2
TODD DUFFEE;ANTHONY HAMILTON;06/12/2014;KO/TKO;1.0;0:33;3 Rnd (5-5-5);Heavyweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;1.0;17.0;16.67;0.0;0.0;0.0;2.0;16.67;0.0;0.0;9.53;0.0;100.0;0.0;0.0;0.0;-25.0;0.0;25.0;-5.08;5.08;2.02;-28.0;-0.15;11.0;-1.9;-17.0;12.0;0.0
TONY FERGUSON;ABEL TRUJILLO;06/12/2014;Submission;2.0;4:19;3 Rnd (5-5-5);Lightweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;-1.0;17.0;29.22;60.0;1.0;0.0;0.0;9.24;0.0;42.86;16.29;38.89;57.14;-33.0;19.0;15.0;17.0;-1.0;-15.0;7.62;15.24;2.81;4.0;1.63;0.0;-1.73;-3.0;30.0;0.7
URIJAH FABER;FRANCISCO RIVERA;06/12/2014;Submission;2.0;1:34;3 Rnd (5-5-5);Bantamweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;1.0;10.0;9.75;0.0;1.0;0.0;14.0;20.82;-57.14;-52.38;7.25;50.0;66.67;32.0;2.0;-35.0;-16.0;5.0;10.0;-5.08;-7.62;-1.42;-1.0;-0.57;-4.0;0.53;-33.0;-10.0;0.2
JOSH SAMMAN;EDDIE GORDON;06/12/2014;KO/TKO;2.0;3:08;3 Rnd (5-5-5);Middleweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;1.0;-8.0;-13.83;-50.0;0.0;-1.0;-377.0;-20.0;50.0;100.0;15.91;100.0;-85.71;-55.0;27.0;27.0;56.0;18.0;-75.0;7.62;7.62;0.05;20.0;-0.1;-26.0;-0.84;-50.0;-30.0;0.4
COREY ANDERSON;JUSTIN JONES;06/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Light Heavyweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;10.0;21.68;53.0;-1.0;0.0;528.0;17.53;12.02;22.22;-3.08;19.4;100.0;26.0;-4.0;-23.0;-31.0;25.0;6.0;10.16;;2.73;10.0;-0.95;14.0;3.89;35.0;37.0;-0.5
RAQUEL PENNINGTON;ASHLEE EVANS-SMITH;06/12/2014;Submission;1.0;4:59;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;-18.0;0.43;0.0;1.0;0.0;-106.0;-12.7;-16.66;-100.0;-25.0;-27.77;0.0;15.0;-5.0;-9.0;-9.0;10.0;0.0;-2.54;0.0;-0.92;14.0;-1.49;8.0;0.02;5.0;-1.0;0.7
SERGIO PETTIS;MATT HOBAR;06/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Southpaw;red;-1.0;10.0;5.61;-22.0;2.0;0.0;-165.0;14.88;-3.34;50.0;7.53;-31.25;34.72;27.0;-23.0;-5.0;-3.0;3.0;0.0;-10.16;-2.54;0.65;-5.0;-1.36;13.0;-2.81;-4.0;17.0;0.4
CLAY COLLARD;ALEX WHITE;06/12/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC 181: Hendricks vs Lawler II;Las Vegas, Nevada, USA;Orthodox;Southpaw;blue;1.0;-4.0;-10.54;27.0;1.0;-1.0;72.0;-3.13;-19.26;-38.46;-3.5;15.92;-54.55;-3.0;-16.0;20.0;8.0;-15.0;7.0;-2.54;5.08;0.46;-10.0;1.93;-10.0;1.89;11.0;0.0;0.0
FRANKIE EDGAR;CUB SWANSON;22/11/2014;Submission;5.0;4:56;5 Rnd (5-5-5-5-5);Featherweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;Orthodox;red;0.0;10.0;11.85;53.0;2.0;0.0;968.0;11.13;-16.67;-50.0;-11.27;0.0;-3.12;2.0;7.0;-8.0;-65.0;0.0;65.0;-5.08;-5.08;-0.94;-11.0;-0.93;6.0;1.19;-20.0;5.0;-0.2
EDSON BARBOZA;KING GREEN;22/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;;blue;0.0;0.0;-0.05;0.0;0.0;0.0;-2.0;-2.66;-5.01;3.78;-0.34;0.0;100.0;-8.0;-2.0;9.0;-4.0;0.0;3.0;;;;;;;;;;
CHICO CAMUS;BRAD PICKETT;22/11/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Flyweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;Orthodox;blue;0.0;14.0;14.43;28.0;0.0;0.0;-171.0;21.95;13.89;5.88;13.94;38.89;41.67;31.0;-2.0;-29.0;8.0;0.0;-8.0;0.0;-5.08;-0.44;10.0;-2.17;9.0;-1.7;-4.0;14.0;0.0
ALEKSEI OLEINIK;JARED ROSHOLT;22/11/2014;KO/TKO;1.0;3:21;3 Rnd (5-5-5);Heavyweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;Orthodox;blue;1.0;2.0;17.99;0.0;0.0;0.0;-69.0;6.04;0.0;0.0;21.43;-1.33;100.0;11.0;-8.0;-3.0;28.0;-43.0;15.0;0.0;12.7;1.39;4.0;2.33;-15.0;0.55;5.0;-33.0;2.3
JOSEPH BENAVIDEZ;DUSTIN ORTIZ;22/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Flyweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Southpaw;Orthodox;red;0.0;23.0;13.26;44.0;0.0;0.0;103.0;16.49;19.21;89.47;18.17;54.78;50.0;-18.0;0.0;18.0;-6.0;4.0;2.0;-2.54;0.0;0.58;-10.0;0.5;5.0;-1.6;-6.0;10.0;0.5
MATT WIMAN;ISAAC VALLIE-FLAGG;22/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;Orthodox;red;0.0;1.0;1.56;0.0;0.0;0.0;-31.0;5.02;-2.98;-14.42;-2.27;6.82;0.0;9.0;-3.0;-5.0;3.0;-5.0;1.0;5.08;-5.08;-2.39;3.0;-2.03;6.0;1.93;25.0;-2.0;1.5
RUSLAN MAGOMEDOV;JOSH COPELAND;22/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Heavyweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;Orthodox;red;1.0;8.0;8.51;100.0;0.0;0.0;77.0;-0.32;20.0;-13.33;10.38;22.31;0.0;-18.0;1.0;15.0;15.0;-16.0;0.0;5.08;;2.99;16.0;-1.54;11.0;0.33;100.0;31.0;0.0
ROGER NARVAEZ;LUKE BARNATT;22/11/2014;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Southpaw;Orthodox;blue;1.0;17.0;18.89;0.0;2.0;0.0;212.0;20.57;37.79;-16.66;14.96;33.33;-43.75;22.0;-6.0;-17.0;-16.0;1.0;16.0;-7.62;;-2.31;1.0;-0.55;5.0;-0.63;-42.0;-13.0;0.5
JAMES VICK;NICK HEIN;22/11/2014;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;Southpaw;red;-2.0;-1.0;-2.15;0.0;0.0;1.0;-45.0;8.29;-6.25;-20.83;1.14;-25.0;-100.0;36.0;-9.0;-28.0;12.0;-4.0;-8.0;22.86;25.4;1.48;4.0;-0.3;1.0;-0.6;0.0;-26.0;0.7
AKBARH ARREOLA;YVES EDWARDS;22/11/2014;Submission;1.0;1:52;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Southpaw;Southpaw;blue;1.0;11.0;10.44;100.0;1.0;0.0;45.0;25.71;50.0;0.0;6.07;-33.33;75.0;46.0;16.0;-64.0;-22.0;-4.0;25.0;2.54;-5.08;-0.59;3.0;1.67;-10.0;0.31;47.0;-36.0;-0.3
PAIGE VANZANT;KAILIN CURRAN;22/11/2014;KO/TKO;3.0;2:54;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;Orthodox;red;0.0;-1.0;-0.37;-50.0;3.0;1.0;236.0;17.29;-60.0;100.0;-4.97;3.25;-24.6;40.0;-44.0;3.0;-10.0;-6.0;16.0;0.0;0.0;-0.54;9.0;-2.13;-11.0;-0.73;-24.0;-27.0;0.4
DOOHO CHOI;JUAN MANUEL PUIG;22/11/2014;KO/TKO;1.0;0:18;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Edgar vs Swanson;Austin, Texas, USA;Orthodox;Orthodox;blue;1.0;66.0;66.67;0.0;0.0;0.0;6.0;66.67;0.0;0.0;50.0;0.0;77.78;67.0;-34.0;-33.0;-3.0;-34.0;37.0;2.54;;0.41;28.0;-0.79;2.0;0.41;20.0;50.0;0.0
FABRICIO WERDUM;MARK HUNT;15/11/2014;KO/TKO;2.0;2:27;5 Rnd (5-5-5-5-5);UFC Interim Heavyweight Title Bout;UFC 180: Werdum vs Hunt;Mexico City, Distrito Federal, Mexico;Orthodox;Orthodox;red;0.0;29.0;29.7;-100.0;0.0;0.0;-106.0;20.12;62.5;0.0;39.87;-100.0;-41.67;-38.0;23.0;13.0;16.0;-30.0;13.0;15.24;12.7;0.78;9.0;-0.26;4.0;1.24;-24.0;-33.0;1.0
