red_fighter_name;blue_fighter_name;event_date;red_fighter_nickname;blue_fighter_nickname;red_fighter_result;blue_fighter_result;method;round;time;time_format;referee;details;bout_type;bonus;event_name;event_location;red_fighter_KD;blue_fighter_KD;red_fighter_sig_str;blue_fighter_sig_str;red_fighter_sig_str_pct;blue_fighter_sig_str_pct;red_fighter_total_str;blue_fighter_total_str;red_fighter_TD;blue_fighter_TD;red_fighter_TD_pct;blue_fighter_TD_pct;red_fighter_sub_att;blue_fighter_sub_att;red_fighter_rev;blue_fighter_rev;red_fighter_ctrl;blue_fighter_ctrl;red_fighter_sig_str_head;blue_fighter_sig_str_head;red_fighter_sig_str_body;blue_fighter_sig_str_body;red_fighter_sig_str_leg;blue_fighter_sig_str_leg;red_fighter_sig_str_distance;blue_fighter_sig_str_distance;red_fighter_sig_str_clinch;blue_fighter_sig_str_clinch;red_fighter_sig_str_ground;blue_fighter_sig_str_ground;red_fighter_sig_str_head_pct;blue_fighter_sig_str_head_pct;red_fighter_sig_str_body_pct;blue_fighter_sig_str_body_pct;red_fighter_sig_str_leg_pct;blue_fighter_sig_str_leg_pct;red_fighter_sig_str_distance_pct;blue_fighter_sig_str_distance_pct;red_fighter_sig_str_clinch_pct;blue_fighter_sig_str_clinch_pct;red_fighter_sig_str_ground_pct;blue_fighter_sig_str_ground_pct
Nick Thompson;Keith Wisniewski;November 19, 2005;The Goat;The Polish Connection;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;Nelson Hamilton 27 - 30. Cecil Peoples 27 - 30. Jeff Mullen 27 - 30.;Welterweight Bout;-;UFC 56: Full Force;Las Vegas, Nevada, USA;0;0;48 of 107;14 of 40;44;35;108 of 170;23 of 49;1 of 1;3 of 5;100;60;3;0;3;1;7:09;4:06;31 of 89;9 of 35;14 of 15;4 of 4;3 of 3;1 of 1;13 of 55;7 of 27;6 of 15;3 of 8;29 of 37;4 of 5;64;64;29;28;6;7;27;50;12;21;60;28
Diego Sanchez;Nick Diaz;November 05, 2005;Nightmare;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;Marcos Rosales 27 - 30. Cecil Peoples 27 - 30. Nelson Hamilton 27 - 30.;Welterweight Bout;-;The Ultimate Fighter: Team Hughes vs. Team Franklin Finale;Las Vegas, Nevada, USA;0;0;41 of 95;13 of 34;43;38;65 of 123;118 of 144;5 of 11;2 of 5;45;40;1;1;0;1;10:25;2:18;29 of 82;13 of 34;12 of 13;0 of 0;0 of 0;0 of 0;3 of 9;6 of 21;3 of 5;5 of 8;35 of 81;2 of 5;70;100;29;0;0;0;7;46;7;38;85;15
Rashad Evans;Brad Imes;November 05, 2005;Suga;Hillbilly Heartthrob;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);Herb Dean;Tony Weeks 29 - 28. Abe Belardo 28 - 29. Nelson Hamilton 28 - 29.;Ultimate Fighter 2 Heavyweight Tournament Title Bout;belt;The Ultimate Fighter: Team Hughes vs. Team Franklin Finale;Las Vegas, Nevada, USA;2;0;48 of 96;42 of 164;50;25;53 of 103;45 of 168;0 of 0;2 of 3;---;66;0;1;0;0;2:08;1:35;46 of 94;34 of 149;2 of 2;8 of 15;0 of 0;0 of 0;33 of 72;27 of 124;10 of 14;12 of 36;5 of 10;3 of 4;95;80;4;19;0;0;68;64;20;28;10;7
Joe Stevenson;Luke Cummo;November 05, 2005;Daddy;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;Glenn Trowbridge 28 - 29. Marcos Rosales 27 - 30. Cecil Peoples 28 - 29.;Ultimate Fighter 2 Welterweight Tournament Title Bout;belt;The Ultimate Fighter: Team Hughes vs. Team Franklin Finale;Las Vegas, Nevada, USA;0;0;20 of 33;20 of 39;60;51;58 of 77;66 of 91;5 of 9;1 of 1;55;100;2;1;1;0;9:43;2:02;15 of 27;17 of 35;5 of 6;3 of 4;0 of 0;0 of 0;2 of 8;8 of 20;2 of 2;3 of 4;16 of 23;9 of 15;75;85;25;15;0;0;10;40;10;15;80;45
Kenny Florian;Kit Cope;November 05, 2005;KenFlo;Havoc;W;L;Submission;2;0:37;3 Rnd (5-5-5);Herb Dean;Rear Naked Choke;Welterweight Bout;-;The Ultimate Fighter: Team Hughes vs. Team Franklin Finale;Las Vegas, Nevada, USA;0;0;10 of 20;8 of 15;50;53;37 of 50;11 of 19;3 of 8;0 of 0;37;---;2;0;0;0;4:19;0:15;6 of 12;6 of 13;3 of 5;1 of 1;1 of 3;1 of 1;1 of 4;1 of 5;3 of 4;5 of 7;6 of 12;2 of 3;60;75;30;12;10;12;10;12;30;62;60;25
Joshua Burkman;Sammy Morgan;November 05, 2005;The People's Warrior;The Squeeze;W;L;KO/TKO;1;0:21;3 Rnd (5-5-5);Jon Schorle;Slam to On Ground;Welterweight Bout;-;The Ultimate Fighter: Team Hughes vs. Team Franklin Finale;Las Vegas, Nevada, USA;0;0;4 of 5;1 of 2;80;50;4 of 5;1 of 2;1 of 1;0 of 0;100;---;0;0;0;0;0:03;0:00;3 of 4;0 of 1;0 of 0;1 of 1;1 of 1;0 of 0;1 of 2;0 of 1;0 of 0;1 of 1;3 of 3;0 of 0;75;0;0;100;25;0;25;0;0;100;75;0
Melvin Guillard;Marcus Davis;November 05, 2005;The Young Assassin;The Irish Hand Grenade;W;L;TKO - Doctor's Stoppage;2;2:55;3 Rnd (5-5-5);John McCarthy;Facial Cuts;Welterweight Bout;-;The Ultimate Fighter: Team Hughes vs. Team Franklin Finale;Las Vegas, Nevada, USA;0;0;19 of 39;3 of 16;48;18;21 of 41;67 of 85;3 of 3;0 of 1;100;0;1;0;0;0;3:15;2:19;16 of 34;3 of 14;1 of 2;0 of 0;2 of 3;0 of 2;5 of 15;1 of 13;0 of 0;0 of 0;14 of 24;2 of 3;84;100;5;0;10;0;26;33;0;0;73;66
Keith Jardine;Kerry Schall;November 05, 2005;The Dean of Mean;Meat Truck;W;L;KO/TKO;2;3:28;3 Rnd (5-5-5);Jon Schorle;Kicks to Leg At Distance;Heavyweight Bout;-;The Ultimate Fighter: Team Hughes vs. Team Franklin Finale;Las Vegas, Nevada, USA;1;0;41 of 111;8 of 68;36;11;41 of 111;8 of 68;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;19 of 87;7 of 66;6 of 7;0 of 1;16 of 17;1 of 1;41 of 111;8 of 68;0 of 0;0 of 0;0 of 0;0 of 0;46;87;14;0;39;12;100;100;0;0;0;0
Andrei Arlovski;Paul Buentello;October 07, 2005;The Pitbull;The Headhunter;W;L;KO/TKO;1;0:15;5 Rnd (5-5-5-5-5);John McCarthy;Punch to Head At Distance;UFC Heavyweight Title Bout;belt;UFC 55: Fury;Uncasville, Connecticut, USA;1;0;2 of 6;1 of 3;33;33;2 of 6;1 of 3;0 of 0;0 of 0;---;---;0;0;0;0;0:03;0:00;2 of 6;1 of 3;0 of 0;0 of 0;0 of 0;0 of 0;2 of 6;1 of 3;0 of 0;0 of 0;0 of 0;0 of 0;100;100;0;0;0;0;100;100;0;0;0;0
Branden Lee Hinkle;Sean Gannon;October 07, 2005;The Iron Lion;The Cannon;W;L;KO/TKO;1;4:14;3 Rnd (5-5-5);Herb Dean;Punches to Head From Half Guard;Heavyweight Bout;-;UFC 55: Fury;Uncasville, Connecticut, USA;0;0;27 of 38;0 of 3;71;0;40 of 52;8 of 12;1 of 2;0 of 0;50;---;3;0;0;0;3:49;0:00;20 of 31;0 of 3;7 of 7;0 of 0;0 of 0;0 of 0;0 of 0;0 of 1;2 of 2;0 of 1;25 of 36;0 of 1;74;0;25;0;0;0;0;0;7;0;92;0
Forrest Griffin;Elvis Sinosic;October 07, 2005;;The King of Rock n' Rumble;W;L;KO/TKO;1;3:30;3 Rnd (5-5-5);Mario Yamasaki;Punches to Head At Distance;Light Heavyweight Bout;-;UFC 55: Fury;Uncasville, Connecticut, USA;1;0;30 of 82;18 of 47;36;38;30 of 82;18 of 47;0 of 0;0 of 0;---;---;0;0;0;0;0:06;0:00;22 of 69;9 of 36;1 of 5;1 of 1;7 of 8;8 of 10;24 of 71;15 of 44;5 of 10;3 of 3;1 of 1;0 of 0;73;50;3;5;23;44;80;83;16;16;3;0
Renato Sobral;Chael Sonnen;October 07, 2005;Babalu;;W;L;Submission;2;1:20;3 Rnd (5-5-5);Herb Dean;Triangle Choke From Bottom Guard;Light Heavyweight Bout;-;UFC 55: Fury;Uncasville, Connecticut, USA;0;0;11 of 17;12 of 24;64;50;15 of 21;56 of 69;4 of 6;0 of 3;66;0;3;0;0;0;2:43;3:02;6 of 12;10 of 20;3 of 3;1 of 3;2 of 2;1 of 1;4 of 5;2 of 6;5 of 8;2 of 3;2 of 4;8 of 15;54;83;27;8;18;8;36;16;45;16;18;66
Joe Riggs;Chris Lytle;October 07, 2005;Diesel;Lights Out;W;L;TKO - Doctor's Stoppage;2;2:00;3 Rnd (5-5-5);John McCarthy;Facial Cut;Welterweight Bout;-;UFC 55: Fury;Uncasville, Connecticut, USA;0;0;15 of 25;3 of 8;60;37;26 of 37;52 of 63;1 of 1;1 of 2;100;50;1;0;1;1;2:56;3:04;15 of 24;3 of 8;0 of 1;0 of 0;0 of 0;0 of 0;1 of 2;1 of 4;1 of 1;0 of 0;13 of 22;2 of 4;100;100;0;0;0;0;6;33;6;0;86;66
Jorge Rivera;Dennis Hallman;October 07, 2005;El Conquistador;Superman;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;27 - 30. 27 - 30. 27 - 30.;Middleweight Bout;-;UFC 55: Fury;Uncasville, Connecticut, USA;0;0;51 of 92;12 of 29;55;41;94 of 141;15 of 32;0 of 0;1 of 6;---;16;0;2;1;0;7:21;2:49;31 of 65;7 of 22;11 of 12;4 of 5;9 of 15;1 of 2;12 of 30;3 of 11;20 of 29;9 of 18;19 of 33;0 of 0;60;58;21;33;17;8;23;25;39;75;37;0
Marcio Cruz;Keigo Kunihara;October 07, 2005;Pe de Pano;;W;L;Submission;2;1:02;3 Rnd (5-5-5);John McCarthy;Rear Naked Choke;Heavyweight Bout;-;UFC 55: Fury;Uncasville, Connecticut, USA;0;0;12 of 28;1 of 10;42;10;19 of 36;10 of 20;0 of 2;2 of 5;0;40;1;1;0;0;0:27;3:15;2 of 18;1 of 8;1 of 1;0 of 1;9 of 9;0 of 1;11 of 27;0 of 8;1 of 1;0 of 0;0 of 0;1 of 2;16;100;8;0;75;0;91;0;8;0;0;100
David Loiseau;Evan Tanner;October 03, 2005;The Crow;;W;L;TKO - Doctor's Stoppage;2;4:15;3 Rnd (5-5-5);John McCarthy;Facial Cuts;Middleweight Bout;-;UFC Fight Night 2;Las Vegas, Nevada, USA;0;0;13 of 34;15 of 24;38;62;16 of 37;61 of 86;0 of 0;3 of 4;---;75;0;2;2;0;0:48;6:00;13 of 34;3 of 11;0 of 0;8 of 9;0 of 0;4 of 4;1 of 21;5 of 11;1 of 1;2 of 2;11 of 12;8 of 11;100;20;0;53;0;26;7;33;7;13;84;53
Chris Leben;Edwin DeWees;October 03, 2005;The Crippler;Babyface;W;L;Submission;1;3:26;3 Rnd (5-5-5);Herb Dean;Armbar From Bottom Guard;Middleweight Bout;-;UFC Fight Night 2;Las Vegas, Nevada, USA;0;0;5 of 7;5 of 7;71;71;19 of 21;13 of 15;0 of 0;1 of 1;---;100;1;2;0;0;1:52;1:07;3 of 5;1 of 2;2 of 2;2 of 3;0 of 0;2 of 2;1 of 1;3 of 3;1 of 2;2 of 4;3 of 4;0 of 0;60;20;40;40;0;40;20;60;20;40;60;0
Brandon Vera;Fabiano Scherner;October 03, 2005;The Truth;Pegaleve;W;L;KO/TKO;2;3:22;3 Rnd (5-5-5);Steve Mazzagatti;Knee to Head In Clinch;Heavyweight Bout;-;UFC Fight Night 2;Las Vegas, Nevada, USA;2;0;28 of 41;10 of 32;68;31;39 of 52;28 of 50;0 of 1;1 of 2;0;50;0;0;0;0;3:23;1:17;4 of 12;7 of 24;13 of 16;1 of 2;11 of 13;2 of 6;12 of 22;5 of 25;15 of 17;1 of 2;1 of 2;4 of 5;14;70;46;10;39;20;42;50;53;10;3;40
Drew Fickett;Josh Koscheck;October 03, 2005;The Master;;W;L;Submission;3;4:28;3 Rnd (5-5-5);John McCarthy;Rear Naked Choke;Welterweight Bout;-;UFC Fight Night 2;Las Vegas, Nevada, USA;1;0;5 of 17;8 of 16;29;50;33 of 45;95 of 106;0 of 0;6 of 6;---;100;3;0;0;0;0:16;12:34;3 of 13;8 of 16;0 of 1;0 of 0;2 of 3;0 of 0;3 of 15;2 of 6;2 of 2;0 of 0;0 of 0;6 of 10;60;100;0;0;40;0;60;25;40;0;0;75
Spencer Fisher;Thiago Alves;October 03, 2005;The King;Pitbull;W;L;Submission;2;4:43;3 Rnd (5-5-5);Herb Dean;Triangle Choke From Bottom Guard;Welterweight Bout;-;UFC Fight Night 2;Las Vegas, Nevada, USA;0;0;13 of 36;19 of 53;36;35;22 of 46;84 of 135;1 of 2;3 of 3;50;100;3;0;0;0;1:15;6:28;9 of 28;12 of 44;3 of 6;5 of 5;1 of 2;2 of 4;9 of 27;4 of 16;3 of 8;6 of 9;1 of 1;9 of 28;69;63;23;26;7;10;69;21;23;31;7;47
Jon Fitch;Brock Larson;October 03, 2005;;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;Nelson Hamilton 27 - 30. Cecil Peoples 27 - 30. Jeff Mullen 27 - 30.;Middleweight Bout;-;UFC Fight Night 2;Las Vegas, Nevada, USA;0;0;25 of 49;14 of 20;51;70;146 of 170;19 of 25;5 of 7;1 of 4;71;25;2;3;0;0;10:09;2:56;19 of 42;1 of 6;4 of 4;2 of 2;2 of 3;11 of 12;5 of 13;1 of 6;4 of 7;13 of 14;16 of 29;0 of 0;76;7;16;14;8;78;20;7;16;92;64;0
Jonathan Goulet;Jay Hieron;October 03, 2005;The Road Warrior;The Thoroughbred;W;L;TKO - Doctor's Stoppage;3;1:05;3 Rnd (5-5-5);Jon Schorle;Facial Cut;Welterweight Bout;-;UFC Fight Night 2;Las Vegas, Nevada, USA;0;0;14 of 42;10 of 26;33;38;63 of 101;29 of 48;0 of 0;9 of 12;---;75;1;3;3;0;0:39;7:20;7 of 33;5 of 21;3 of 4;3 of 3;4 of 5;2 of 2;7 of 29;5 of 15;7 of 11;1 of 2;0 of 2;4 of 9;50;50;21;30;28;20;50;50;50;10;0;40
Chuck Liddell;Jeremy Horn;August 20, 2005;The Iceman;Gumby;W;L;KO/TKO;4;2:46;5 Rnd (5-5-5-5-5);John McCarthy;Punches to Head At Distance;UFC Light Heavyweight Title Bout;belt;UFC 54: Boiling Point;Las Vegas, Nevada, USA;2;0;64 of 191;31 of 87;33;35;64 of 191;31 of 87;0 of 0;0 of 8;---;0;0;0;0;0;1:17;0:03;58 of 185;19 of 73;2 of 2;3 of 3;4 of 4;9 of 11;53 of 163;31 of 87;0 of 0;0 of 0;11 of 28;0 of 0;90;61;3;9;6;29;82;100;0;0;17;0
Tim Sylvia;Tra Telligman;August 20, 2005;The Maine-iac;Trauma;W;L;KO/TKO;1;4:59;3 Rnd (5-5-5);Mario Yamasaki;Kick to Head At Distance;Heavyweight Bout;-;UFC 54: Boiling Point;Las Vegas, Nevada, USA;1;0;31 of 69;13 of 40;44;32;32 of 70;13 of 40;0 of 0;0 of 0;---;---;0;0;0;0;0:01;0:00;22 of 59;9 of 36;2 of 2;1 of 1;7 of 8;3 of 3;28 of 65;13 of 40;3 of 4;0 of 0;0 of 0;0 of 0;70;69;6;7;22;23;90;100;9;0;0;0
Randy Couture;Mike van Arsdale;August 20, 2005;The Natural;;W;L;Submission;3;0:52;3 Rnd (5-5-5);Herb Dean;Anaconda Choke From Front Headlock;Light Heavyweight Bout;-;UFC 54: Boiling Point;Las Vegas, Nevada, USA;0;0;27 of 46;8 of 40;58;20;40 of 60;9 of 41;4 of 6;1 of 9;66;11;3;0;0;0;7:07;1:09;10 of 29;7 of 39;16 of 16;0 of 0;1 of 1;1 of 1;3 of 15;5 of 32;5 of 6;3 of 8;19 of 25;0 of 0;37;87;59;0;3;12;11;62;18;37;70;0
Diego Sanchez;Brian Gassaway;August 20, 2005;Nightmare;;W;L;KO/TKO;2;1:56;3 Rnd (5-5-5);Steve Mazzagatti;Punches to Head From Mount Submission to Strikes;Welterweight Bout;-;UFC 54: Boiling Point;Las Vegas, Nevada, USA;0;0;35 of 64;3 of 6;54;50;52 of 86;3 of 6;3 of 6;0 of 0;50;---;1;0;0;0;5:17;0:23;35 of 64;1 of 4;0 of 0;1 of 1;0 of 0;1 of 1;1 of 6;2 of 4;0 of 0;1 of 2;34 of 58;0 of 0;100;33;0;33;0;33;2;66;0;33;97;0
Georges St-Pierre;Frank Trigg;August 20, 2005;Rush;Twinkle Toes;W;L;Submission;1;4:09;3 Rnd (5-5-5);John McCarthy;Rear Naked Choke;Welterweight Bout;-;UFC 54: Boiling Point;Las Vegas, Nevada, USA;0;0;25 of 32;1 of 3;78;33;37 of 44;1 of 3;1 of 1;0 of 1;100;0;2;0;0;0;3:37;0:00;25 of 32;1 of 2;0 of 0;0 of 1;0 of 0;0 of 0;4 of 6;1 of 3;0 of 0;0 of 0;21 of 26;0 of 0;100;100;0;0;0;0;16;100;0;0;84;0
Matt Lindland;Joe Doerksen;August 20, 2005;The Law;El Dirte;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;Nelson Hamilton 27 - 30. Jeff Mullen 28 - 29. Glenn Trowbridge 27 - 30.;Middleweight Bout;-;UFC 54: Boiling Point;Las Vegas, Nevada, USA;0;0;19 of 43;8 of 15;44;53;70 of 102;22 of 30;4 of 4;2 of 5;100;40;4;1;1;0;12:04;1:22;14 of 38;4 of 11;5 of 5;3 of 3;0 of 0;1 of 1;5 of 10;4 of 9;1 of 2;4 of 6;13 of 31;0 of 0;73;50;26;37;0;12;26;50;5;50;68;0
Trevor Prangley;Travis Lutter;August 20, 2005;;The Serial Killer;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;Point Deducted: Low Blows by Prangley Cecil Peoples 27 - 29. Tony Weeks 26 - 29. Dalby Shirley 27 - 29.;Middleweight Bout;-;UFC 54: Boiling Point;Las Vegas, Nevada, USA;0;0;54 of 70;9 of 19;77;47;140 of 160;16 of 26;5 of 6;0 of 7;83;0;0;0;0;0;10:51;1:41;21 of 36;4 of 13;11 of 12;5 of 6;22 of 22;0 of 0;6 of 14;4 of 13;36 of 38;5 of 6;12 of 18;0 of 0;38;44;20;55;40;0;11;44;66;55;22;0
James Irvin;Terry Martin;August 20, 2005;The Sandman;;W;L;KO/TKO;2;0:09;3 Rnd (5-5-5);Steve Mazzagatti;Flying Knee Head;Light Heavyweight Bout;-;UFC 54: Boiling Point;Las Vegas, Nevada, USA;1;0;6 of 7;12 of 13;85;92;9 of 10;33 of 34;0 of 0;2 of 4;---;50;0;0;0;0;0:04;4:47;3 of 4;8 of 9;1 of 1;4 of 4;2 of 2;0 of 0;4 of 5;0 of 0;2 of 2;3 of 3;0 of 0;9 of 10;50;66;16;33;33;0;66;0;33;25;0;75
Nate Marquardt;Ivan Salaverry;August 06, 2005;The Great;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;Jon Schorle 27 - 30. Jeff Mullen 27 - 30. Glenn Trowbridge 28 - 29.;Middleweight Bout;-;UFC Fight Night 1;Las Vegas, Nevada, USA;0;0;21 of 63;23 of 66;33;34;27 of 70;46 of 89;2 of 2;0 of 3;100;0;2;0;0;0;5:01;0:09;7 of 43;2 of 34;1 of 2;6 of 9;13 of 18;15 of 23;13 of 49;22 of 63;3 of 3;1 of 2;5 of 11;0 of 1;33;8;4;26;61;65;61;95;14;4;23;0
Chris Leben;Patrick Cote;August 06, 2005;The Crippler;The Predator;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);Herb Dean;Jon Schorle 28 - 29. Roy Silbert 29 - 27. Dalby Shirley 27 - 30.;Middleweight Bout;-;UFC Fight Night 1;Las Vegas, Nevada, USA;0;0;26 of 63;26 of 63;41;41;185 of 234;30 of 67;1 of 5;1 of 2;20;50;0;0;0;0;9:07;2:01;17 of 51;18 of 51;4 of 5;4 of 7;5 of 7;4 of 5;9 of 24;8 of 28;12 of 27;15 of 29;5 of 12;3 of 6;65;69;15;15;19;15;34;30;46;57;19;11
Stephan Bonnar;Sam Hoger;August 06, 2005;The American Psycho;The Alaskan Assassin;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;Glenn Trowbridge 27 - 30. Jon Schorle 27 - 30. Jeff Mullen 27 - 30.;Light Heavyweight Bout;-;UFC Fight Night 1;Las Vegas, Nevada, USA;0;0;43 of 91;11 of 29;47;37;105 of 162;52 of 71;3 of 7;1 of 1;42;100;1;2;1;1;9:49;2:07;39 of 86;9 of 26;2 of 3;2 of 2;2 of 2;0 of 1;8 of 22;6 of 18;9 of 18;3 of 7;26 of 51;2 of 4;90;81;4;18;4;0;18;54;20;27;60;18
Nate Quarry;Pete Sell;August 06, 2005;Rock;Drago;W;L;KO/TKO;1;0:42;3 Rnd (5-5-5);Cecil Peoples;Punches to Head At Distance;Middleweight Bout;-;UFC Fight Night 1;Las Vegas, Nevada, USA;1;0;3 of 8;2 of 12;37;16;3 of 8;2 of 12;0 of 0;0 of 0;---;---;0;0;0;0;0:01;0:00;2 of 7;1 of 10;0 of 0;1 of 2;1 of 1;0 of 0;2 of 7;2 of 12;0 of 0;0 of 0;1 of 1;0 of 0;66;50;0;50;33;0;66;100;0;0;33;0
Josh Koscheck;Pete Spratt;August 06, 2005;;The Secret Weapon;W;L;Submission;1;1:53;3 Rnd (5-5-5);Steve Mazzagatti;Rear Naked Choke;Welterweight Bout;-;UFC Fight Night 1;Las Vegas, Nevada, USA;0;0;0 of 2;0 of 2;0;0;4 of 6;1 of 3;1 of 3;0 of 0;33;---;1;0;0;0;1:30;0:00;0 of 1;0 of 2;0 of 0;0 of 0;0 of 1;0 of 0;0 of 2;0 of 2;0 of 0;0 of 0;0 of 0;0 of 0;33;0;34;0;33;0;33;0;34;0;33;0
Mike Swick;Gideon Ray;August 06, 2005;Quick;;W;L;KO/TKO;1;0:22;3 Rnd (5-5-5);Herb Dean;Punches to Head At Distance;Middleweight Bout;-;UFC Fight Night 1;Las Vegas, Nevada, USA;1;0;7 of 10;1 of 3;70;33;7 of 10;1 of 3;0 of 0;0 of 0;---;---;0;0;0;0;0:03;0:00;6 of 9;0 of 2;0 of 0;0 of 0;1 of 1;1 of 1;4 of 6;1 of 3;0 of 0;0 of 0;3 of 4;0 of 0;85;0;0;0;14;100;57;100;0;0;42;0
Kenny Florian;Alex Karalexis;August 06, 2005;KenFlo;The Assassin;W;L;TKO - Doctor's Stoppage;2;2:52;3 Rnd (5-5-5);Cecil Peoples;Facial Cut;Welterweight Bout;-;UFC Fight Night 1;Las Vegas, Nevada, USA;0;0;38 of 68;18 of 66;55;27;42 of 72;27 of 75;1 of 2;0 of 0;50;---;0;0;0;0;0:40;1:05;18 of 43;15 of 61;19 of 24;3 of 5;1 of 1;0 of 0;18 of 37;5 of 33;20 of 31;12 of 31;0 of 0;1 of 2;47;83;50;16;2;0;47;27;52;66;0;5
Drew Fickett;Josh Neer;August 06, 2005;The Master;The Dentist;W;L;Submission;1;1:35;3 Rnd (5-5-5);Steve Mazzagatti;Rear Naked Choke Technical Submission;Welterweight Bout;-;UFC Fight Night 1;Las Vegas, Nevada, USA;0;0;1 of 3;0 of 0;33;---;6 of 8;0 of 0;2 of 3;0 of 1;66;0;1;0;0;0;1:10;0:00;0 of 2;0 of 0;1 of 1;0 of 0;0 of 0;0 of 0;0 of 1;0 of 0;1 of 1;0 of 0;0 of 1;0 of 0;0;0;100;0;0;0;0;0;100;0;0;0
Andrei Arlovski;Justin Eilers;June 04, 2005;The Pitbull;The Hammer;W;L;KO/TKO;1;4:10;5 Rnd (5-5-5-5-5);John McCarthy;Punches to Head On Ground;UFC Interim Heavyweight Title Bout;belt;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA;0;0;33 of 56;5 of 21;58;23;33 of 56;7 of 23;0 of 0;0 of 1;---;0;0;0;0;0;0:07;0:00;22 of 43;4 of 20;1 of 2;0 of 0;10 of 11;1 of 1;27 of 48;5 of 21;3 of 5;0 of 0;3 of 3;0 of 0;66;80;3;0;30;20;81;100;9;0;9;0
Karo Parisyan;Matt Serra;June 04, 2005;The Heat;The Terra;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;Jeff Mullen 28 - 29. Abe Belardo 27 - 30. Doug Crosby 27 - 30.;Welterweight Bout;-;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA;0;1;56 of 127;26 of 65;44;40;113 of 191;52 of 91;8 of 10;1 of 2;80;50;2;0;0;2;6:02;0:56;51 of 119;16 of 53;4 of 7;4 of 5;1 of 1;6 of 7;18 of 55;15 of 51;3 of 8;3 of 5;35 of 64;8 of 9;91;61;7;15;1;23;32;57;5;11;62;30
Rich Franklin;Evan Tanner;June 04, 2005;Ace;;W;L;TKO - Doctor's Stoppage;4;3:25;5 Rnd (5-5-5-5-5);Herb Dean;Facial Cuts;UFC Middleweight Title Bout;belt;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA;0;1;97 of 272;25 of 95;35;26;104 of 279;27 of 99;0 of 0;1 of 5;---;20;1;1;1;0;1:15;0:48;79 of 245;15 of 71;11 of 18;9 of 23;7 of 9;1 of 1;82 of 241;22 of 87;15 of 26;3 of 8;0 of 5;0 of 0;81;60;11;36;7;4;84;88;15;12;0;0
Forrest Griffin;Bill Mahood;June 04, 2005;;The Butcher;W;L;Submission;1;2:18;3 Rnd (5-5-5);Herb Dean;Rear Naked Choke;Light Heavyweight Bout;-;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA;0;0;3 of 4;1 of 1;75;100;32 of 33;2 of 2;1 of 1;0 of 0;100;---;1;0;0;0;2:04;0:00;3 of 4;0 of 0;0 of 0;0 of 0;0 of 0;1 of 1;1 of 2;1 of 1;0 of 0;0 of 0;2 of 2;0 of 0;100;0;0;0;0;100;33;100;0;0;66;0
Paul Buentello;Kevin Jordan;June 04, 2005;The Headhunter;The Shaman;W;L;Submission;1;4:00;3 Rnd (5-5-5);John McCarthy;Neck Crank From Half Guard;Heavyweight Bout;-;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA;1;0;20 of 43;18 of 33;46;54;23 of 47;26 of 41;0 of 0;0 of 1;---;0;1;0;0;0;0:40;1:22;12 of 35;6 of 17;8 of 8;11 of 14;0 of 0;1 of 2;5 of 19;7 of 16;13 of 17;11 of 17;2 of 7;0 of 0;60;33;40;61;0;5;25;38;65;61;10;0
Nate Quarry;Shonie Carter;June 04, 2005;Rock;Mr. International;W;L;KO/TKO;1;2:37;3 Rnd (5-5-5);Mario Yamasaki;Punches to Head At Distance;Middleweight Bout;-;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA;2;0;19 of 30;6 of 19;63;31;46 of 57;11 of 25;0 of 0;0 of 0;---;---;0;0;0;0;0:36;0:42;15 of 23;2 of 10;4 of 5;1 of 3;0 of 2;3 of 6;7 of 12;3 of 12;6 of 11;3 of 7;6 of 7;0 of 0;78;33;21;16;0;50;36;50;31;50;31;0
